season,home_team,away_team,home_score,away_score,location
2018,WI-Milwaukee,Youngstown St,66,55,1
2018,UAB,UTEP,85,78,1
2018,Middle Tenn St,UTSA,75,51,1
2018,North Texas,Florida Atlantic,59,53,1
2018,Purdue,Michigan,92,88,1
2018,UConn,SMU,63,52,1
2018,Delaware,Coll of Charleston,54,62,1
2018,Bryant,Central Conn St,74,80,1
2018,Fairleigh Dickinson,St Francis-NY,70,76,1
2018,Mt St Marys,LIU-Brooklyn,86,80,1
2018,Murray St,Morehead St,87,81,1
2018,Marist,Quinnipiac,77,85,1
2018,Monmouth,Siena,67,56,1
2018,Drexel,Elon,83,79,1
2018,Hofstra,Northeastern,67,81,1
2018,NC-Wilmington,James Madison,71,68,1
2018,Towson,William & Mary,96,82,1
2018,Georgia St,TX-Arlington,81,75,1
2018,Appalachian St,AR-Little Rock,72,67,1
2018,Coastal Carolina,Arkansas St,62,47,1
2018,GA-Southern,Texas St,61,62,1
2018,Ohio St,Penn St,79,82,1
2018,North Dakota St,NE-Omaha,73,58,1
2018,LA-Monroe,Troy,76,71,1
2018,Belmont,Eastern Illinois,81,59,1
2018,Green Bay,Cleveland St,66,44,1
2018,Rice,Florida Intl,73,64,1
2018,Louisiana,South Alabama,76,57,1
2018,Arizona,Colorado,80,71,1
2018,Jacksonville St,TN-Martin,63,67,1
2018,Tennessee Tech,SE Missouri St,76,65,1
2018,Tennessee St,SIU-Edwardsville,85,57,1
2018,Wichita St,UCF,81,62,1
2018,Tulane,South Florida,75,80,1
2018,Denver,Western Illinois,70,58,1
2018,Montana St,Northern Arizona,75,77,1
2018,Eastern Washington,North Dakota,95,71,1
2018,Arizona St,Utah,77,80,1
2018,Idaho,Northern Colorado,63,80,1
2018,Cal Poly,Long Beach St,71,87,1
2018,UC-Davis,Cal St-Northridge,63,56,1
2018,UCLA,California,70,57,1
2018,Cal St-Fullerton,UC-Santa Barbara,65,70,1
2018,St Marys,BYU,75,62,1
2018,Portland,Gonzaga,79,95,1
2018,St Francis-PA,Wagner,61,91,1
2018,Ohio,Buffalo,66,73,1
2018,Robert Morris,Sacred Heart,64,56,1
2018,Rider,St Peters,63,60,1
2018,Brown,Dartmouth,64,62,1
2018,Yale,Harvard,52,54,1
2018,Wright St,Detroit Mercy,87,55,1
2018,Michigan St,Wisconsin,76,61,1
2018,Northern Kentucky,Oakland,70,83,1
2018,Seattle,Cal St-Bakersfield,59,55,1
2018,BYU,Pacific,80,65,1
2018,Gonzaga,San Francisco,82,73,1
2018,Loyola Marymount,San Diego,82,89,1
2018,Pepperdine,Santa Clara,59,73,1
2018,St Marys,Portland,72,55,1
2018,Kansas,Texas A&M,79,68,1
2018,West Virginia,Kentucky,76,83,1
2018,Chattanooga,VMI,69,70,1
2018,Nicholls St,SE Louisiana,63,67,1
2018,Pennsylvania,St Josephs,67,56,1
2018,Western Michigan,Northern Illinois,79,72,1
2018,Miami-OH,Eastern Michigan,48,58,1
2018,LIU-Brooklyn,Central Conn St,94,89,1
2018,Austin Peay,Morehead St,92,76,1
2018,Montana,Northern Arizona,82,64,1
2018,Idaho St,Weber St,70,77,1
2018,Portland St,Sacramento St,61,71,1
2018,MA-Lowell,Hartford,70,77,1
2018,UMBC,Maine,86,74,1
2018,Cornell,Columbia,82,81,1
2018,Lehigh,Navy,75,77,1
2018,WI-Milwaukee,Cleveland St,70,47,1
2018,UC-Davis,Cal Poly,80,56,1
2018,UAB,UTSA,70,82,1
2018,Charlotte,Old Dominion,66,88,1
2018,Middle Tenn St,UTEP,81,50,1
2018,Western Kentucky,Marshall,85,74,1
2018,Hampton,Florida A&M,71,75,1
2018,Alabama A&M,TX-Southern,56,58,1
2018,North Carolina,North Carolina St,91,95,1
2018,South Carolina,Texas Tech,63,70,1
2018,Florida,Baylor,81,60,1
2018,Rhode Island,Duquesne,61,58,1
2018,Ball St,Akron,111,106,1
2018,Bryant,Fairleigh Dickinson,78,89,1
2018,Fairfield,Quinnipiac,70,75,0
2018,Green Bay,Youngstown St,85,67,1
2018,Holy Cross,Lafayette,85,74,1
2018,Duke,Virginia,63,65,1
2018,Texas,Ole Miss,85,72,1
2018,Kansas St,Georgia,56,51,1
2018,Evansville,Drake,77,73,1
2018,George Mason,VCU,76,84,1
2018,Fordham,UMass,82,69,1
2018,Drexel,Northeastern,68,67,1
2018,Towson,Elon,76,83,1
2018,SC-Upstate,Kennesaw St,80,81,1
2018,Colgate,American U,83,69,1
2018,Winthrop,Campbell,75,64,1
2018,Alabama,Oklahoma,80,73,1
2018,Georgia St,Texas St,54,50,1
2018,Butler,St Johns,70,45,1
2018,North Dakota St,Western Illinois,80,69,1
2018,Louisiana,Troy,81,69,1
2018,LA-Monroe,South Alabama,83,74,1
2018,Chicago St,TX-Rio Grande,81,87,1
2018,Rice,Florida Atlantic,62,63,1
2018,Appalachian St,Arkansas St,88,93,1
2018,Coastal Carolina,AR-Little Rock,72,62,1
2018,Florida St,Miami-FL,103,94,1
2018,Penn St,Rutgers,60,43,1
2018,Pittsburgh,Syracuse,55,60,1
2018,Iowa St,Tennessee,45,68,1
2018,Vanderbilt,TCU,81,78,1
2018,Furman,Western Carolina,100,66,1
2018,Mercer,Citadel,74,76,1
2018,Northwestern St,Central Arkansas,78,95,1
2018,Incarnate Word,New Orleans,58,68,1
2018,St Louis,Dayton,75,65,1
2018,Binghamton,New Hampshire,52,57,1
2018,Coll of Charleston,James Madison,66,59,1
2018,Mt St Marys,St Francis-NY,86,72,1
2018,Marist,Monmouth,78,91,0
2018,Montana St,Southern Utah,69,66,1
2018,NJIT,Lipscomb,79,86,1
2018,Stetson,North Florida,65,73,1
2018,Loyola-MD,Army,79,68,1
2018,IL-Chicago,IUPUI,71,62,1
2018,Radford,Charleston Southern,81,84,1
2018,Presbyterian,Liberty,66,81,1
2018,Norfolk St,Bethune-Cookman,71,70,1
2018,Coppin St,South Carolina St,73,65,1
2018,Delaware St,Savannah St,86,106,1
2018,Howard,MD-Eastern Shore,85,75,1
2018,North Carolina A&T,NC-Central,70,64,1
2018,Alabama St,Prairie View A&M,80,86,1
2018,Central Michigan,Kent St,76,84,1
2018,NC-Asheville,High Point,84,77,1
2018,GA-Southern,TX-Arlington,74,59,1
2018,San Jose St,Wyoming,86,90,1
2018,Miss Valley St,Jackson St,72,67,1
2018,Eastern Washington,Northern Colorado,67,65,1
2018,South Dakota St,IPFW,78,76,1
2018,Arizona,Utah,74,73,1
2018,Lamar,McNeese St,86,80,1
2018,Arkansas,Oklahoma St,66,65,1
2018,Auburn,LSU,95,70,1
2018,Memphis,Cincinnati,48,62,1
2018,Denver,South Dakota,84,68,1
2018,Missouri St,Southern Illinois,77,79,1
2018,Belmont,SIU-Edwardsville,83,72,1
2018,North Texas,Florida Intl,69,67,1
2018,Southern U,Alcorn St,61,48,1
2018,AR-Pine Bluff,Grambling St,68,69,1
2018,Wofford,East Tennessee St,62,75,1
2018,Stephen F Austin,Sam Houston St,82,66,1
2018,Stony Brook,Albany,50,57,1
2018,Toledo,Bowling Green,101,75,1
2018,Manhattan,Iona,65,78,0
2018,Canisius,Niagara,89,105,1
2018,Delaware,Hofstra,59,64,1
2018,NC-Wilmington,William & Mary,81,84,1
2018,Brown,Harvard,77,86,1
2018,Yale,Dartmouth,74,64,1
2018,Fresno St,Utah St,62,65,1
2018,FL-Gulf Coast,Jacksonville,68,62,1
2018,Gardner-Webb,Longwood,60,57,1
2018,Louisiana Tech,Southern Miss,89,66,1
2018,Notre Dame,Virginia Tech,75,80,1
2018,Louisville,Wake Forest,96,77,1
2018,Nebraska,Iowa,98,84,1
2018,Oregon,Oregon St,66,57,1
2018,Arizona St,Colorado,80,66,1
2018,Creighton,Georgetown,85,77,1
2018,Samford,NC-Greensboro,82,98,1
2018,Kansas City,New Mexico St,48,73,1
2018,Murray St,Eastern Kentucky,88,73,1
2018,Jacksonville St,SE Missouri St,78,60,1
2018,Mississippi St,Missouri,74,62,1
2018,Texas A&M-CC,Houston Christian,79,69,1
2018,Tennessee St,Eastern Illinois,50,47,1
2018,Tennessee Tech,TN-Martin,63,55,1
2018,Utah Valley St,Grand Canyon,68,56,1
2018,Illinois St,Valparaiso,76,65,1
2018,Idaho,North Dakota,96,71,1
2018,Air Force,Boise St,64,70,1
2018,New Mexico,Colorado St,80,65,1
2018,UNLV,San Diego St,88,78,1
2018,Cal St-Northridge,Long Beach St,66,70,1
2018,UC-Riverside,UC-Santa Barbara,69,76,1
2018,UCLA,Stanford,89,73,1
2018,Hawaii,Cal St-Fullerton,66,69,1
2018,St Bonaventure,George Washington,70,52,1
2018,Boston U,Bucknell,79,91,1
2018,Maryland,Michigan St,68,74,1
2018,Marquette,Villanova,82,85,1
2018,Northern Kentucky,Detroit Mercy,72,44,1
2018,SMU,East Carolina,86,61,1
2018,Indiana St,Bradley,73,81,1
2018,Davidson,Richmond,63,66,1
2018,Robert Morris,Wagner,64,77,1
2018,St Francis-PA,Sacred Heart,72,71,1
2018,Wright St,Oakland,64,51,1
2018,Houston,South Florida,63,40,1
2018,Indiana,Purdue,67,74,1
2018,USC,California,77,59,1
2018,Loyola-Chicago,Northern Iowa,70,47,1
2018,Georgia Tech,Clemson,70,72,1
2018,Wichita St,Tulsa,90,71,1
2018,Temple,UConn,85,57,1
2018,Washington,Washington St,80,62,1
2018,DePaul,Seton Hall,70,86,1
2018,Chattanooga,NC-Greensboro,87,85,1
2018,WI-Milwaukee,IL-Chicago,56,74,1
2018,Norfolk St,Florida A&M,80,71,1
2018,Morgan St,South Carolina St,59,74,1
2018,Alabama A&M,Prairie View A&M,67,88,1
2018,Citadel,East Tennessee St,71,73,1
2018,Alabama St,TX-Southern,82,97,1
2018,Duke,Notre Dame,88,66,1
2018,Michigan,Northwestern,58,47,1
2018,Wofford,Western Carolina,77,68,1
2018,Fairfield,Iona,103,100,1
2018,Rider,Monmouth,92,85,1
2018,Siena,St Peters,59,57,1
2018,FL-Gulf Coast,North Florida,103,70,1
2018,Stetson,Jacksonville,67,68,1
2018,NJIT,Kennesaw St,74,71,1
2018,SC-Upstate,Lipscomb,106,110,1
2018,Holy Cross,Lehigh,67,71,1
2018,Hampton,Bethune-Cookman,80,69,1
2018,Coppin St,MD-Eastern Shore,71,68,1
2018,AR-Pine Bluff,Jackson St,60,58,1
2018,Samford,VMI,93,79,1
2018,Miss Valley St,Grambling St,89,92,1
2018,Wisconsin,Nebraska,63,74,1
2018,Kansas St,Kansas,56,70,1
2018,UMass,Rhode Island,83,85,1
2018,Kent St,Buffalo,82,79,1
2018,Miami-OH,Akron,79,64,1
2018,Clemson,North Carolina,82,78,1
2018,Ohio St,Indiana,71,56,1
2018,Illinois,Rutgers,91,60,1
2018,Georgia,Florida,72,60,1
2018,Oklahoma St,TCU,66,79,1
2018,Toledo,Ball St,63,75,1
2018,Central Michigan,Northern Illinois,81,67,1
2018,Eastern Michigan,Western Michigan,57,71,1
2018,Bowling Green,Ohio,66,50,1
2018,Manhattan,Marist,59,62,1
2018,McNeese St,Sam Houston St,57,67,1
2018,South Dakota St,NE-Omaha,80,60,1
2018,Missouri St,Illinois St,60,76,1
2018,Drake,Southern Illinois,67,78,1
2018,St Johns,Xavier,68,73,1
2018,Iowa,Minnesota,94,80,1
2018,Ole Miss,Auburn,70,79,1
2018,Kentucky,Vanderbilt,83,81,1
2018,Texas A&M,Arkansas,80,66,1
2018,Oklahoma,Baylor,98,96,1
2018,Davidson,La Salle,84,65,1
2018,George Washington,Duquesne,73,75,1
2018,George Mason,St Bonaventure,69,85,1
2018,St Josephs,St Louis,59,60,1
2018,Bucknell,Army,83,71,1
2018,New Orleans,Northwestern St,82,64,1
2018,Michigan St,Penn St,76,68,1
2018,Tennessee,LSU,84,61,1
2018,East Carolina,Tulane,69,71,1
2018,Miami-FL,Pittsburgh,69,57,1
2018,Virginia,Louisville,74,64,1
2018,Cincinnati,Houston,80,70,1
2018,Seton Hall,Providence,73,57,1
2018,Iowa St,West Virginia,93,77,1
2018,Binghamton,Vermont,54,68,1
2018,New Hampshire,Hartford,62,79,1
2018,Maine,MA-Lowell,64,88,1
2018,Stony Brook,UMBC,63,67,1
2018,American U,Navy,44,61,1
2018,Boston U,Loyola-MD,64,55,1
2018,Lafayette,Colgate,93,83,1
2018,Hampton,Coppin St,70,59,1
2018,Wake Forest,Florida St,76,72,1
2018,Georgia Tech,Syracuse,55,51,1
2018,Abilene Christian,Lamar,74,69,1
2018,Stephen F Austin,Houston Christian,102,82,1
2018,SE Louisiana,Texas A&M-CC,54,67,1
2018,Valparaiso,Indiana St,69,63,1
2018,Bradley,Loyola-Chicago,69,67,1
2018,Evansville,Northern Iowa,57,49,1
2018,Florida A&M,Savannah St,100,107,1
2018,Purdue,Maryland,75,67,1
2018,South Carolina,Mississippi St,76,81,1
2018,South Florida,Memphis,74,86,1
2018,Boston College,Virginia Tech,80,85,1
2018,Alabama,Missouri,60,69,1
2018,UCF,UConn,70,61,1
2018,Marquette,Butler,72,92,1
2018,Texas Tech,Texas,73,71,1
2018,Colorado St,Wyoming,86,91,1
2018,Utah St,New Mexico,89,80,1
2018,Washington St,Arizona,72,100,1
2018,Cal Poly,UC-Riverside,71,68,1
2018,Long Beach St,UC-Irvine,68,75,1
2018,Nevada,Fresno St,102,92,1
2018,UNLV,San Jose St,76,67,1
2018,Loyola Marymount,BYU,76,69,1
2018,Gonzaga,San Diego,69,59,1
2018,Santa Clara,Pacific,45,63,1
2018,Portland,Pepperdine,85,76,1
2018,St Marys,San Francisco,79,43,1
2018,Western Carolina,Chattanooga,70,68,1
2018,Northern Colorado,Montana,79,88,1
2018,Southern Utah,Weber St,80,90,1
2018,Northern Arizona,Idaho St,61,63,1
2018,William & Mary,Elon,99,92,1
2018,Florida Intl,Southern Miss,76,70,1
2018,Old Dominion,Middle Tenn St,59,66,1
2018,Charlotte,UAB,64,76,1
2018,UTSA,Marshall,81,77,1
2018,Citadel,Wofford,80,78,1
2018,St Francis-PA,Fairleigh Dickinson,74,60,1
2018,Villanova,Creighton,98,78,1
2018,Temple,Wichita St,81,79,1
2018,East Tennessee St,Samford,96,76,1
2018,NC-Greensboro,VMI,73,51,1
2018,IPFW,Oral Roberts,85,75,1
2018,Northeastern,Coll of Charleston,64,69,1
2018,Bryant,St Francis-NY,69,73,1
2018,Wagner,Central Conn St,72,59,1
2018,Robert Morris,Mt St Marys,42,67,1
2018,Delaware,Towson,71,75,1
2018,Drexel,James Madison,76,74,1
2018,Hofstra,NC-Wilmington,96,76,1
2018,Cleveland St,Wright St,77,74,1
2018,Youngstown St,Northern Kentucky,85,95,1
2018,Campbell,NC-Asheville,57,64,1
2018,Radford,Gardner-Webb,70,66,1
2018,Liberty,Winthrop,77,61,1
2018,Presbyterian,Longwood,67,62,1
2018,Florida Atlantic,Louisiana Tech,62,67,1
2018,Mercer,Furman,73,85,1
2018,Eastern Illinois,Jacksonville St,56,75,1
2018,Morehead St,Tennessee St,58,61,1
2018,Charleston Southern,High Point,83,74,1
2018,Tulsa,SMU,76,67,1
2018,Western Illinois,South Dakota,54,80,1
2018,South Dakota St,North Dakota St,82,63,1
2018,AR-Little Rock,GA-Southern,61,67,1
2018,Eastern Kentucky,Belmont,63,98,1
2018,SIU-Edwardsville,Tennessee Tech,67,68,1
2018,North Dakota,Montana St,75,74,1
2018,TX-Arlington,Appalachian St,89,77,1
2018,Wisconsin,Northwestern,52,60,1
2018,Arkansas St,Georgia St,66,77,1
2018,Texas St,Coastal Carolina,54,56,1
2018,SE Missouri St,Murray St,75,87,1
2018,TN-Martin,Austin Peay,57,59,1
2018,California,Oregon,53,66,1
2018,Grand Canyon,Kansas City,79,62,1
2018,Sacred Heart,LIU-Brooklyn,60,69,1
2018,UTEP,Western Kentucky,60,72,1
2018,Cal St-Bakersfield,Chicago St,91,61,1
2018,Cal St-Northridge,UC-Davis,56,63,1
2018,UC-Santa Barbara,Hawaii,84,82,1
2018,Sacramento St,Eastern Washington,54,74,1
2018,Washington,Arizona St,68,64,1
2018,Stanford,Oregon St,80,71,1
2018,Portland St,Idaho,88,97,1
2018,Columbia,Harvard,83,76,1
2018,Cornell,Dartmouth,86,85,1
2018,WI-Milwaukee,Green Bay,76,58,1
2018,VCU,Rhode Island,68,81,1
2018,Monmouth,Fairfield,78,79,1
2018,St Peters,Niagara,58,52,1
2018,Siena,Manhattan,47,51,1
2018,Marist,Canisius,67,73,1
2018,Iona,Quinnipiac,87,82,1
2018,Pennsylvania,Brown,95,90,1
2018,Princeton,Yale,76,73,1
2018,Detroit Mercy,IUPUI,74,60,1
2018,Colorado,Utah,67,55,1
2018,Oakland,IL-Chicago,73,79,1
2018,Buffalo,Western Michigan,92,86,1
2018,Indiana,Michigan St,60,63,1
2018,Penn St,Iowa,82,58,1
2018,Portland,Loyola Marymount,68,66,1
2018,Pepperdine,Pacific,72,81,1
2018,San Diego,St Marys,62,65,1
2018,Santa Clara,San Francisco,59,70,1
2018,UCLA,USC,82,79,1
2018,Western Carolina,Samford,88,71,1
2018,Illinois St,Evansville,75,71,1
2018,George Washington,Davidson,58,87,1
2018,UMass,Dayton,86,82,1
2018,St Louis,Fordham,73,50,1
2018,Northern Illinois,Miami-OH,65,81,1
2018,Troy,South Alabama,80,63,1
2018,Grand Canyon,Chicago St,89,55,1
2018,Sacred Heart,Central Conn St,67,54,1
2018,North Dakota,Montana,67,72,1
2018,Northern Colorado,Montana St,86,63,1
2018,Northern Arizona,Weber St,55,87,1
2018,Southern Utah,Idaho St,84,80,1
2018,Stony Brook,Hartford,64,73,1
2018,Columbia,Dartmouth,77,74,1
2018,Pennsylvania,Yale,59,50,1
2018,Lehigh,Boston U,80,75,1
2018,Winthrop,Radford,75,57,1
2018,North Texas,Rice,74,70,1
2018,Old Dominion,UAB,65,60,1
2018,Florida Intl,Louisiana Tech,71,68,1
2018,UTSA,Western Kentucky,74,63,1
2018,Charlotte,Middle Tenn St,73,78,1
2018,NC-Central,Delaware St,72,61,1
2018,Norfolk St,Morgan St,76,65,1
2018,AR-Pine Bluff,Alabama A&M,80,62,1
2018,North Carolina St,Notre Dame,76,58,1
2018,St Johns,Duke,81,77,1
2018,UConn,Cincinnati,57,65,1
2018,UCF,Houston,65,69,1
2018,Butler,DePaul,80,57,1
2018,Kansas,Oklahoma St,79,84,1
2018,Akron,Toledo,56,77,1
2018,Eastern Michigan,Ball St,58,41,1
2018,Citadel,Furman,100,92,1
2018,Maine,Binghamton,81,79,1
2018,Virginia Tech,Miami-FL,75,84,1
2018,Wake Forest,Clemson,67,75,1
2018,Texas A&M,South Carolina,83,60,1
2018,Missouri,Kentucky,69,60,1
2018,East Carolina,Memphis,88,85,1
2018,TCU,Texas Tech,71,83,1
2018,IPFW,Denver,91,63,1
2018,Loyola-Chicago,Missouri St,97,75,1
2018,Robert Morris,Fairleigh Dickinson,67,73,1
2018,SIU-Edwardsville,Jacksonville St,75,67,1
2018,Wyoming,Fresno St,62,80,1
2018,Longwood,Liberty,55,67,1
2018,Michigan,Minnesota,76,73,1
2018,Marquette,Providence,75,77,1
2018,North Dakota St,South Dakota,72,76,1
2018,Western Illinois,Oral Roberts,82,56,1
2018,LA-Monroe,Louisiana,59,80,1
2018,Army,American U,82,70,1
2018,Cleveland St,Northern Kentucky,61,78,1
2018,LSU,Arkansas,94,86,1
2018,Bowling Green,Kent St,70,62,1
2018,Ohio,Central Michigan,98,101,1
2018,Syracuse,Virginia,44,59,1
2018,Rutgers,Purdue,76,78,1
2018,Louisville,Florida St,76,80,1
2018,Florida,Alabama,50,68,1
2018,East Tennessee St,Chattanooga,81,61,1
2018,Northwestern St,McNeese St,62,75,1
2018,Incarnate Word,Texas A&M-CC,51,56,1
2018,West Virginia,Kansas St,89,51,1
2018,Northern Iowa,Indiana St,66,77,1
2018,La Salle,St Josephs,81,78,1
2018,Bryant,LIU-Brooklyn,71,84,1
2018,Mt St Marys,St Francis-PA,59,56,1
2018,Wagner,St Francis-NY,79,61,1
2018,Morehead St,Belmont,73,83,1
2018,Portland St,Eastern Washington,94,81,1
2018,William & Mary,Drexel,79,91,1
2018,James Madison,Towson,79,73,1
2018,Northeastern,NC-Wilmington,107,100,1
2018,UMBC,Vermont,53,81,1
2018,Loyola-MD,Holy Cross,57,73,1
2018,Bethune-Cookman,Coppin St,80,60,1
2018,Howard,Florida A&M,83,80,1
2018,Eastern Illinois,Tennessee Tech,79,71,1
2018,Richmond,George Mason,75,79,1
2018,Kennesaw St,SC-Upstate,93,69,1
2018,NC-Asheville,Presbyterian,75,61,1
2018,Mercer,Wofford,73,65,1
2018,Stanford,Oregon,96,61,1
2018,Lipscomb,NJIT,77,81,1
2018,Miss Valley St,Alabama St,85,89,1
2018,New Orleans,Nicholls St,64,81,1
2018,TX-Arlington,Coastal Carolina,87,80,1
2018,SE Missouri St,Austin Peay,81,96,1
2018,Lamar,Stephen F Austin,76,54,1
2018,Texas St,Appalachian St,56,59,1
2018,Mississippi St,Georgia,72,57,1
2018,Tennessee,Ole Miss,94,61,1
2018,Xavier,Georgetown,96,91,1
2018,SE Louisiana,Central Arkansas,89,84,1
2018,Texas,Oklahoma,79,74,1
2018,AR-Little Rock,Georgia St,51,81,1
2018,Princeton,Brown,100,102,1
2018,San Jose St,New Mexico,68,71,1
2018,Jacksonville,FL-Gulf Coast,55,80,1
2018,Prairie View A&M,TX-Southern,96,82,1
2018,Savannah St,South Carolina St,111,99,1
2018,Duquesne,St Bonaventure,81,84,1
2018,Jackson St,Alcorn St,60,57,1
2018,Grambling St,Southern U,69,68,1
2018,Albany,New Hampshire,83,74,1
2018,Hofstra,Coll of Charleston,85,86,1
2018,Eastern Kentucky,Tennessee St,60,73,1
2018,TN-Martin,Murray St,53,66,1
2018,Elon,Delaware,89,76,1
2018,Cornell,Harvard,73,76,1
2018,North Florida,Stetson,97,91,1
2018,Bucknell,Lafayette,74,59,1
2018,Youngstown St,Wright St,57,83,1
2018,High Point,Campbell,67,56,1
2018,Gardner-Webb,Charleston Southern,63,61,1
2018,Florida Atlantic,Southern Miss,66,77,1
2018,Sam Houston St,Abilene Christian,84,77,1
2018,North Carolina A&T,Hampton,92,84,1
2018,North Carolina,Pittsburgh,96,65,1
2018,California,Oregon St,74,70,1
2018,Baylor,Iowa St,81,67,1
2018,Southern Illinois,Valparaiso,65,59,1
2018,Bradley,Drake,68,78,1
2018,Arkansas St,GA-Southern,91,89,1
2018,San Diego St,Air Force,81,50,1
2018,Boise St,UNLV,93,91,1
2018,Colorado St,Nevada,67,76,1
2018,Auburn,Vanderbilt,93,81,1
2018,New Mexico St,TX-Rio Grande,90,67,1
2018,Sacramento St,Idaho,58,81,1
2018,Cal St-Fullerton,UC-Irvine,58,63,1
2018,UTEP,Marshall,65,74,1
2018,Gonzaga,BYU,68,60,1
2018,Cal St-Bakersfield,Kansas City,81,58,1
2018,Seattle,Utah Valley St,55,54,1
2018,Cal Poly,Hawaii,78,64,1
2018,UC-Santa Barbara,Cal St-Northridge,75,51,1
2018,Long Beach St,UC-Davis,104,105,1
2018,Washington,Arizona,78,75,1
2018,Oakland,IUPUI,82,74,1
2018,Boston College,Georgia Tech,80,72,1
2018,Ohio St,Illinois,75,67,1
2018,Villanova,Seton Hall,92,76,1
2018,Marist,Iona,64,98,1
2018,Navy,Colgate,64,69,1
2018,Maryland,Wisconsin,68,63,1
2018,South Florida,Tulsa,54,63,1
2018,Monmouth,Niagara,91,96,1
2018,St Peters,Canisius,58,73,1
2018,Detroit Mercy,IL-Chicago,69,78,1
2018,Quinnipiac,Rider,59,74,1
2018,Tulane,Temple,76,83,1
2018,Washington St,Arizona St,78,88,1
2018,North Carolina A&T,Delaware St,54,51,1
2018,MD-Eastern Shore,Florida A&M,62,61,1
2018,Morgan St,Howard,97,61,1
2018,Miss Valley St,Alabama A&M,77,67,1
2018,AR-Pine Bluff,Alabama St,59,65,1
2018,Louisville,Syracuse,73,78,1
2018,Rutgers,Indiana,43,65,1
2018,Fairfield,Siena,78,65,1
2018,Lehigh,Bucknell,92,89,1
2018,NC-Central,Hampton,70,86,1
2018,Bethune-Cookman,Norfolk St,79,83,1
2018,South Carolina St,Coppin St,60,84,1
2018,Grambling St,Alcorn St,81,72,1
2018,Oklahoma,West Virginia,73,75,1
2018,Jackson St,Southern U,62,67,1
2018,Davidson,St Josephs,91,62,1
2018,Western Michigan,Miami-OH,68,64,1
2018,Butler,Xavier,93,98,1
2018,Northwestern,Michigan,61,52,1
2018,Kentucky,Tennessee,59,61,1
2018,Arkansas,South Carolina,81,65,1
2018,Mississippi St,Alabama,67,63,1
2018,Cincinnati,UCF,77,40,1
2018,Indiana St,Missouri St,62,81,1
2018,Ohio,Akron,99,75,1
2018,Ball St,Bowling Green,59,56,1
2018,Central Michigan,Buffalo,82,88,1
2018,Toledo,Northern Illinois,82,77,1
2018,Kent St,Eastern Michigan,67,71,1
2018,Princeton,Pennsylvania,65,82,1
2018,Notre Dame,Boston College,96,85,1
2018,Oklahoma St,Baylor,56,67,1
2018,Providence,Georgetown,73,69,1
2018,Iowa,Michigan St,93,96,1
2018,Minnesota,Nebraska,85,91,1
2018,Ole Miss,Missouri,69,75,1
2018,Memphis,Wichita St,65,85,1
2018,Kansas,TCU,71,64,1
2018,Air Force,Colorado St,78,73,1
2018,New Mexico,Boise St,71,73,1
2018,Fresno St,San Diego St,79,61,1
2018,Loyola-Chicago,Drake,72,57,1
2018,Dayton,Duquesne,88,73,1
2018,George Washington,La Salle,80,69,1
2018,Richmond,VCU,77,76,1
2018,Winthrop,Presbyterian,63,49,1
2018,Penn St,Maryland,74,70,1
2018,Florida,LSU,73,64,1
2018,Florida St,Virginia,55,59,1
2018,Miami-FL,Wake Forest,87,81,1
2018,UConn,South Florida,68,65,1
2018,Temple,East Carolina,90,73,1
2018,Seton Hall,Marquette,85,88,1
2018,Villanova,St Johns,75,79,1
2018,Furman,NC-Greensboro,67,80,1
2018,Wofford,Samford,92,79,1
2018,Fordham,George Mason,67,66,1
2018,St Bonaventure,St Louis,79,56,1
2018,Lafayette,Army,81,54,1
